product_id,product_name,category,subcategory,brand,price,cost,discount_percent,rating,stock_quantity,seller,launch_date
PRD_000033,Northfield_Fitness_33,Sports,Fitness,Northfield,331.91,228.77,0,3.3,1696,PrimeSellers,2021-03-22
PRD_000034,Vireo_Men_34,Fashion,Men,Vireo,186.79,125.09,0,4.2,539,ShopSmart_Official,2022-06-04
PRD_000035,Nova_Team_Sports_35,Sports,Team_Sports,Nova,385.66,255.29,5,3.7,1278,PrimeSellers,2025-01-08
PRD_000036,Pinegrove_Headphones_36,Electronics,Headphones,Pinegrove,524.22,299.57,0,4.5,97,MarketPlus,2024-04-05
PRD_000037,Lumo_Bedding_37,Home,Bedding,Lumo,80.12,55.62,5,3.5,1459,PartnerHub,2025-10-05
PRD_000038,Everline_Footwear_38,Fashion,Footwear,Everline,23.9,13.74,0,4.0,1341,PartnerHub,2024-01-13
PRD_000039,Pinegrove_Apparel_39,Sports,Apparel,Pinegrove,287.97,199.36,0,3.3,598,PrimeSellers,2021-06-15
PRD_000040,Pinegrove_Men_40,Fashion,Men,Pinegrove,10.08,5.5,0,2.6,1856,ValueMart,2020-12-29
PRD_000041,Crestwood_Decor_41,Home,Decor,Crestwood,182.9,121.9,15,3.2,1041,PrimeSellers,2024-10-12
PRD_000042,Everline_Decor_42,Home,Decor,Everline,151.26,79.81,15,4.5,764,ShopSmart_Official,2022-12-08
PRD_000043,Solace_Mobile_43,Electronics,Mobile,Solace,186.05,85.41,30,3.7,1780,TopDeals_Co,2020-08-26
PRD_000044,Lumo_Accessories_44,Electronics,Accessories,Lumo,1499.58,682.96,0,4.5,699,TopDeals_Co,2024-01-26
PRD_000045,Quanta_Kitchen_45,Home,Kitchen,Quanta,473.49,313.08,0,3.9,1947,TopDeals_Co,2023-08-23
PRD_000046,Zenith_Apparel_46,Sports,Apparel,Zenith,213.5,138.94,20,3.9,463,PrimeSellers,2024-10-26
PRD_000047,Everline_Makeup_47,Beauty,Makeup,Everline,81.81,60.04,0,4.1,167,ShopSmart_Official,2024-03-01
PRD_000048,Nova_Children_48,Books,Children,Nova,57.84,33.18,5,1.8,617,PrimeSellers,2025-01-09
PRD_000049,Crestwood_Camera_49,Electronics,Camera,Crestwood,792.49,443.42,0,3.1,1458,PrimeSellers,2021-06-17
PRD_000050,Marlow_Fitness_50,Sports,Fitness,Marlow,89.6,59.07,20,2.8,157,TopDeals_Co,2023-05-23
PRD_000051,Pinegrove_Haircare_51,Beauty,Haircare,Pinegrove,8.85,5.61,0,3.4,381,PartnerHub,2023-12-29
PRD_000052,Solace_Women_52,Fashion,Women,Solace,46.78,23.55,0,3.0,1564,ShopSmart_Official,2022-06-28
PRD_000053,Quanta_Storage_53,Home,Storage,Quanta,475.53,347.98,5,4.9,1878,ValueMart,2024-09-27
PRD_000054,Pinegrove_Bedding_54,Home,Bedding,Pinegrove,163.79,88.5,0,3.5,1366,PrimeSellers,2021-02-17
PRD_000055,Crestwood_Makeup_55,Beauty,Makeup,Crestwood,53.92,28.8,5,4.1,1533,TopDeals_Co,2023-06-10
PRD_000056,Nova_Team_Sports_56,Sports,Team_Sports,Nova,322.9,185.06,30,2.3,760,MarketPlus,2024-07-27
PRD_000057,Northfield_Kids_57,Fashion,Kids,Northfield,20.12,14.45,0,3.9,1980,PrimeSellers,2020-12-14
PRD_000058,Pinegrove_Skincare_58,Beauty,Skincare,Pinegrove,69.15,51.21,25,3.6,681,PrimeSellers,2023-01-10
PRD_000059,Marlow_Apparel_59,Sports,Apparel,Marlow,51.85,29.08,20,3.1,1190,PrimeSellers,2024-11-08
PRD_000060,Solace_Mobile_60,Electronics,Mobile,Solace,310.92,225.83,0,3.1,559,PartnerHub,2022-06-30
PRD_000061,Solace_Storage_61,Home,Storage,Solace,207.77,98.95,0,3.4,1612,ValueMart,2025-05-17
PRD_000062,Everline_Kids_62,Fashion,Kids,Everline,22.7,15.41,15,3.0,1944,TopDeals_Co,2023-06-14
PRD_000063,Quanta_Furniture_63,Home,Furniture,Quanta,438.32,274.26,15,3.9,1969,TopDeals_Co,2022-09-20
PRD_000064,Quanta_Camera_64,Electronics,Camera,Quanta,315.92,145.78,25,4.1,1991,TopDeals_Co,2022-05-08
PRD_000065,Quanta_Haircare_65,Beauty,Haircare,Quanta,101.96,51.23,0,4.1,1581,PrimeSellers,2020-02-10
PRD_000066,Lumo_Team_Sports_66,Sports,Team_Sports,Lumo,367.37,250.79,5,3.4,24,ShopSmart_Official,2025-01-17
PRD_000067,Lumo_Cycling_67,Sports,Cycling,Lumo,311.0,198.33,10,4.7,1696,ValueMart,2026-04-26
PRD_000068,Nova_Fitness_68,Sports,Fitness,Nova,369.76,167.71,25,4.0,815,TopDeals_Co,2025-10-15
PRD_000069,Solace_Camera_69,Electronics,Camera,Solace,402.89,203.94,30,4.3,1899,PartnerHub,2024-11-10
PRD_000070,Everline_Makeup_70,Beauty,Makeup,Everline,47.31,33.01,25,3.0,766,ShopSmart_Official,2024-08-20
PRD_000071,Quanta_Women_71,Fashion,Women,Quanta,96.32,67.09,0,4.7,1606,TopDeals_Co,2024-10-10
PRD_000072,Marlow_Bedding_72,Home,Bedding,Marlow,511.52,346.76,0,2.7,45,PartnerHub,2021-09-20
PRD_000073,Pinegrove_Bedding_73,Home,Bedding,Pinegrove,459.36,297.41,25,3.1,1676,MarketPlus,2025-11-24
PRD_000074,Zenith_Cycling_74,Sports,Cycling,Zenith,362.44,167.35,5,4.2,683,PartnerHub,2023-08-08
PRD_000075,Zenith_Makeup_75,Beauty,Makeup,Zenith,10.18,5.31,15,3.0,1203,TopDeals_Co,2023-04-25
PRD_000076,Crestwood_Laptop_76,Electronics,Laptop,Crestwood,1445.65,844.21,0,4.2,72,ValueMart,2020-09-09
PRD_000077,Zenith_Furniture_77,Home,Furniture,Zenith,292.18,134.7,25,4.1,767,PartnerHub,2022-11-09
PRD_000078,Quanta_Makeup_78,Beauty,Makeup,Quanta,102.79,48.67,20,3.9,835,ValueMart,2025-11-30
PRD_000079,Quanta_Mobile_79,Electronics,Mobile,Quanta,540.65,268.83,5,4.0,843,MarketPlus,2022-07-08
PRD_000080,Northfield_Men_80,Fashion,Men,Northfield,68.69,35.61,30,4.8,1055,ShopSmart_Official,2025-10-12
PRD_000081,Everline_Accessories_81,Electronics,Accessories,Everline,1474.72,741.37,10,3.4,17,TopDeals_Co,2023-07-27
PRD_000082,Everline_Outdoor_82,Sports,Outdoor,Everline,43.31,30.78,20,4.0,644,PartnerHub,2024-11-05
PRD_000083,Zenith_Footwear_83,Fashion,Footwear,Zenith,147.18,80.5,5,4.8,1923,ValueMart,2023-02-26
PRD_000084,Crestwood_Skincare_84,Beauty,Skincare,Crestwood,10.65,6.07,5,3.5,1219,PrimeSellers,2024-10-03
PRD_000085,Quanta_Haircare_85,Beauty,Haircare,Quanta,51.25,26.43,0,4.4,156,PartnerHub,2020-03-02
PRD_000086,Nova_Camera_86,Electronics,Camera,Nova,923.93,444.67,0,2.5,1345,PrimeSellers,2024-06-03
PRD_000087,Nova_Kids_87,Fashion,Kids,Nova,59.18,40.14,0,3.8,714,ShopSmart_Official,2024-08-22
PRD_000088,Lumo_Mobile_88,Electronics,Mobile,Lumo,555.95,264.65,10,4.0,1557,MarketPlus,2023-03-11
PRD_000089,Marlow_Camera_89,Electronics,Camera,Marlow,762.85,385.8,20,4.1,1054,PartnerHub,2023-12-04
PRD_000090,Pinegrove_Accessories_90,Electronics,Accessories,Pinegrove,1171.54,864.87,20,4.9,998,PrimeSellers,2021-12-01
PRD_000091,Northfield_Apparel_91,Sports,Apparel,Northfield,58.77,38.03,25,4.2,205,ValueMart,2025-07-15
PRD_000092,Vireo_NonFiction_92,Books,NonFiction,Vireo,39.18,18.92,5,4.2,1231,ValueMart,2025-01-05
PRD_000093,Zenith_Storage_93,Home,Storage,Zenith,324.15,198.81,0,4.7,1479,ShopSmart_Official,2020-03-09
PRD_000094,Crestwood_Comics_94,Books,Comics,Crestwood,14.07,8.22,0,2.6,644,ValueMart,2024-10-05
PRD_000095,Quanta_Haircare_95,Beauty,Haircare,Quanta,53.73,39.5,10,3.3,1235,ShopSmart_Official,2020-03-05
PRD_000096,Crestwood_Bedding_96,Home,Bedding,Crestwood,367.85,168.98,0,4.9,814,TopDeals_Co,2025-05-03
PRD_000097,Lumo_NonFiction_97,Books,NonFiction,Lumo,17.66,8.52,15,3.6,700,TopDeals_Co,2024-11-29
PRD_000098,Northfield_Camera_98,Electronics,Camera,Northfield,742.05,527.39,5,4.1,489,PartnerHub,2021-12-04
PRD_000099,Quanta_Headphones_99,Electronics,Headphones,Quanta,999.33,571.08,15,5.0,905,PartnerHub,2022-03-18
PRD_000100,Urbanix_Academic_100,Books,Academic,Urbanix,44.3,20.02,10,2.4,1623,MarketPlus,2023-06-11
PRD_000101,Nova_Decor_101,Home,Decor,Nova,301.88,206.06,5,3.5,752,MarketPlus,2025-10-06
PRD_000102,Lumo_Fiction_102,Books,Fiction,Lumo,59.51,39.69,30,3.4,1507,MarketPlus,2025-07-17
PRD_000103,Lumo_Women_103,Fashion,Women,Lumo,84.64,58.86,0,4.0,1275,ShopSmart_Official,2020-09-22
PRD_000104,Northfield_Storage_104,Home,Storage,Northfield,469.89,237.89,0,4.1,842,MarketPlus,2021-10-31
PRD_000105,Quanta_Storage_105,Home,Storage,Quanta,435.19,236.54,10,4.2,1369,MarketPlus,2022-09-05
PRD_000106,Lumo_Footwear_106,Fashion,Footwear,Lumo,27.07,19.61,15,3.4,1967,ValueMart,2025-01-14
PRD_000107,Solace_Laptop_107,Electronics,Laptop,Solace,1171.49,664.13,20,3.2,690,ShopSmart_Official,2022-10-16
PRD_000108,Vireo_Headphones_108,Electronics,Headphones,Vireo,1148.26,833.2,0,3.4,561,PartnerHub,2022-02-01
PRD_000109,Nova_Decor_109,Home,Decor,Nova,47.02,22.12,0,3.8,443,ValueMart,2021-05-27
PRD_000110,Crestwood_NonFiction_110,Books,NonFiction,Crestwood,15.74,11.65,15,2.9,621,TopDeals_Co,2020-12-10
PRD_000111,Quanta_Haircare_111,Beauty,Haircare,Quanta,61.44,28.38,0,3.4,769,PrimeSellers,2024-09-27
PRD_000112,Marlow_Fitness_112,Sports,Fitness,Marlow,45.35,30.25,15,4.3,381,PrimeSellers,2026-05-01
PRD_000113,Solace_Fitness_113,Sports,Fitness,Solace,333.07,230.95,30,4.1,36,ShopSmart_Official,2022-10-01
PRD_000114,Nova_Tools_114,Beauty,Tools,Nova,15.63,7.19,5,4.2,990,MarketPlus,2023-07-25
PRD_000115,Zenith_Apparel_115,Sports,Apparel,Zenith,19.67,9.13,10,4.2,1685,PrimeSellers,2020-03-04
PRD_000116,Pinegrove_Kitchen_116,Home,Kitchen,Pinegrove,343.57,215.76,5,4.4,2,MarketPlus,2020-12-04
PRD_000117,Urbanix_Makeup_117,Beauty,Makeup,Urbanix,22.03,13.48,15,4.5,904,PrimeSellers,2022-10-14
PRD_000118,Everline_Women_118,Fashion,Women,Everline,52.79,38.97,0,3.8,186,MarketPlus,2022-10-19
PRD_000119,Northfield_Cycling_119,Sports,Cycling,Northfield,182.22,111.65,10,4.0,1139,TopDeals_Co,2021-07-04
PRD_000120,Urbanix_Laptop_120,Electronics,Laptop,Urbanix,443.82,308.41,10,3.8,1684,ValueMart,2024-10-25
PRD_000121,Zenith_Headphones_121,Electronics,Headphones,Zenith,794.07,405.92,25,3.4,1742,PrimeSellers,2023-03-28
PRD_000122,Vireo_Men_122,Fashion,Men,Vireo,46.26,26.48,10,4.6,780,PrimeSellers,2021-02-22
PRD_000123,Lumo_NonFiction_123,Books,NonFiction,Lumo,22.96,15.74,25,3.4,170,PartnerHub,2025-07-25
PRD_000124,Marlow_Footwear_124,Fashion,Footwear,Marlow,69.13,32.23,30,4.0,1830,MarketPlus,2023-07-21
PRD_000125,Vireo_Bedding_125,Home,Bedding,Vireo,429.93,228.47,25,3.3,1236,PrimeSellers,2022-06-10
PRD_000126,Vireo_Academic_126,Books,Academic,Vireo,27.03,17.18,5,1.3,1323,PartnerHub,2025-12-28
PRD_000127,Nova_Bedding_127,Home,Bedding,Nova,575.01,282.31,25,4.7,1101,TopDeals_Co,2025-05-03
PRD_000128,Marlow_Footwear_128,Fashion,Footwear,Marlow,43.61,30.74,20,4.8,928,MarketPlus,2020-11-06
PRD_000129,Crestwood_Kitchen_129,Home,Kitchen,Crestwood,163.85,115.8,20,3.9,241,PrimeSellers,2020-10-21
PRD_000130,Crestwood_Camera_130,Electronics,Camera,Crestwood,1361.54,614.85,0,3.4,871,ValueMart,2026-04-22
PRD_000131,Nova_Fitness_131,Sports,Fitness,Nova,21.59,12.75,0,4.5,1127,TopDeals_Co,2023-05-11
PRD_000132,Pinegrove_Camera_132,Electronics,Camera,Pinegrove,1045.59,654.39,20,1.6,852,PrimeSellers,2025-10-31
PRD_000133,Vireo_Fragrance_133,Beauty,Fragrance,Vireo,96.69,62.15,20,3.9,1490,PartnerHub,2024-09-09
PRD_000134,Urbanix_Skincare_134,Beauty,Skincare,Urbanix,119.72,59.53,25,4.6,1188,TopDeals_Co,2021-10-11
PRD_000135,Everline_Footwear_135,Fashion,Footwear,Everline,181.07,108.45,10,2.7,1731,ShopSmart_Official,2021-09-24
PRD_000136,Urbanix_Accessories_136,Fashion,Accessories,Urbanix,153.93,111.36,0,2.1,1070,PartnerHub,2023-06-02
PRD_000137,Northfield_Apparel_137,Sports,Apparel,Northfield,122.98,58.85,5,1.6,58,TopDeals_Co,2020-06-24
PRD_000138,Urbanix_Haircare_138,Beauty,Haircare,Urbanix,68.25,40.91,10,3.5,546,TopDeals_Co,2024-06-18
PRD_000139,Zenith_Camera_139,Electronics,Camera,Zenith,681.1,328.49,0,3.3,1280,ShopSmart_Official,2026-02-02
PRD_000140,Nova_Decor_140,Home,Decor,Nova,381.31,245.74,0,4.5,1520,PartnerHub,2022-09-05
PRD_000141,Quanta_Fiction_141,Books,Fiction,Quanta,33.5,17.96,0,4.6,1805,ValueMart,2025-08-15
PRD_000142,Quanta_Kitchen_142,Home,Kitchen,Quanta,234.72,173.9,5,3.9,340,ValueMart,2022-02-16
PRD_000143,Zenith_Decor_143,Home,Decor,Zenith,470.7,222.31,5,2.6,1704,PartnerHub,2026-03-27
PRD_000144,Quanta_Tools_144,Beauty,Tools,Quanta,42.79,27.79,25,4.0,1329,ValueMart,2022-12-10
PRD_000145,Urbanix_Accessories_145,Fashion,Accessories,Urbanix,32.12,15.69,0,3.6,1652,ValueMart,2023-09-19
PRD_000146,Everline_Accessories_146,Fashion,Accessories,Everline,48.09,24.5,5,4.4,1520,TopDeals_Co,2022-06-05
PRD_000147,Solace_NonFiction_147,Books,NonFiction,Solace,49.53,29.32,20,4.4,714,ShopSmart_Official,2026-03-23
PRD_000148,Vireo_Outdoor_148,Sports,Outdoor,Vireo,43.55,30.51,15,3.6,190,PrimeSellers,2023-02-10
PRD_000149,Marlow_Headphones_149,Electronics,Headphones,Marlow,162.61,101.44,0,4.4,954,TopDeals_Co,2020-10-30
PRD_000150,Lumo_Makeup_150,Beauty,Makeup,Lumo,17.36,10.8,20,4.1,635,TopDeals_Co,2020-05-06
PRD_000151,Solace_Camera_151,Electronics,Camera,Solace,632.13,459.13,0,3.6,1937,TopDeals_Co,2023-01-07
PRD_000152,Everline_Makeup_152,Beauty,Makeup,Everline,104.53,66.88,0,4.5,192,TopDeals_Co,2023-09-30
PRD_000153,Marlow_Women_153,Fashion,Women,Marlow,215.74,118.6,0,3.9,1698,PrimeSellers,2022-10-03
PRD_000154,Vireo_Women_154,Fashion,Women,Vireo,99.95,65.59,10,4.4,748,ShopSmart_Official,2025-03-24
PRD_000155,Lumo_Camera_155,Electronics,Camera,Lumo,442.81,205.57,5,3.0,495,MarketPlus,2023-07-17
PRD_000156,Zenith_Fitness_156,Sports,Fitness,Zenith,236.29,129.54,0,1.7,1639,ValueMart,2023-06-10
PRD_000157,Nova_Headphones_157,Electronics,Headphones,Nova,1468.94,962.21,5,2.6,597,ValueMart,2023-12-06
PRD_000158,Zenith_Cycling_158,Sports,Cycling,Zenith,121.49,76.28,20,3.1,1913,TopDeals_Co,2020-06-08
PRD_000159,Everline_Men_159,Fashion,Men,Everline,177.45,111.4,20,3.3,1149,PrimeSellers,2025-05-05
PRD_000160,Everline_Team_Sports_160,Sports,Team_Sports,Everline,140.96,71.63,15,4.3,1424,ShopSmart_Official,2020-10-10
PRD_000161,Nova_Skincare_161,Beauty,Skincare,Nova,82.67,46.93,15,4.6,91,ValueMart,2020-03-31
PRD_000162,Quanta_Footwear_162,Fashion,Footwear,Quanta,187.66,131.8,20,2.7,1303,TopDeals_Co,2020-05-29
PRD_000163,Vireo_Fragrance_163,Beauty,Fragrance,Vireo,23.09,12.03,5,3.7,1725,MarketPlus,2021-02-21
PRD_000164,Zenith_Decor_164,Home,Decor,Zenith,113.6,84.71,15,4.2,528,ValueMart,2025-05-06
PRD_000165,Crestwood_Storage_165,Home,Storage,Crestwood,333.8,224.13,30,3.0,317,ValueMart,2024-11-01
PRD_000166,Marlow_Fragrance_166,Beauty,Fragrance,Marlow,116.63,61.1,5,3.7,1269,ShopSmart_Official,2021-05-02
PRD_000167,Lumo_Furniture_167,Home,Furniture,Lumo,315.86,149.39,0,4.1,1081,ShopSmart_Official,2026-02-02
PRD_000168,Nova_Apparel_168,Sports,Apparel,Nova,271.73,199.03,5,4.4,570,ShopSmart_Official,2024-09-25
PRD_000169,Everline_Headphones_169,Electronics,Headphones,Everline,384.64,175.79,0,3.0,1868,MarketPlus,2023-01-31
PRD_000170,Everline_NonFiction_170,Books,NonFiction,Everline,11.13,5.9,5,3.1,636,PrimeSellers,2022-01-18
PRD_000171,Pinegrove_Haircare_171,Beauty,Haircare,Pinegrove,93.98,50.27,5,3.3,1658,TopDeals_Co,2025-08-07
PRD_000172,Northfield_Makeup_172,Beauty,Makeup,Northfield,70.12,48.71,20,4.4,466,ShopSmart_Official,2022-09-25
PRD_000173,Lumo_Fitness_173,Sports,Fitness,Lumo,344.2,213.75,0,3.8,1104,PartnerHub,2024-05-16
PRD_000174,Lumo_Team_Sports_174,Sports,Team_Sports,Lumo,139.68,78.85,10,2.6,846,PrimeSellers,2022-08-15
PRD_000175,Nova_Fiction_175,Books,Fiction,Nova,21.84,10.65,25,4.5,1711,PartnerHub,2022-06-20
PRD_000176,Quanta_Accessories_176,Electronics,Accessories,Quanta,266.06,187.58,10,4.0,307,TopDeals_Co,2024-05-19
PRD_000177,Crestwood_Furniture_177,Home,Furniture,Crestwood,290.33,181.83,5,3.2,56,PartnerHub,2022-07-28
PRD_000178,Northfield_Makeup_178,Beauty,Makeup,Northfield,14.2,8.55,20,3.5,269,TopDeals_Co,2023-09-30
PRD_000179,Zenith_Mobile_179,Electronics,Mobile,Zenith,1014.65,580.37,5,4.4,1151,MarketPlus,2024-01-19
PRD_000180,Everline_Laptop_180,Electronics,Laptop,Everline,580.46,420.25,15,4.2,8,ShopSmart_Official,2024-04-11
PRD_000181,Northfield_Storage_181,Home,Storage,Northfield,522.33,341.34,10,4.6,341,MarketPlus,2021-07-26
PRD_000182,Quanta_NonFiction_182,Books,NonFiction,Quanta,5.3,3.02,0,4.1,1562,TopDeals_Co,2022-03-06
PRD_000183,Quanta_Storage_183,Home,Storage,Quanta,593.43,341.67,5,1.7,232,MarketPlus,2024-11-09
PRD_000184,Nova_Fitness_184,Sports,Fitness,Nova,88.9,52.97,10,2.5,182,PartnerHub,2022-07-29
PRD_000185,Nova_Decor_185,Home,Decor,Nova,149.96,71.43,0,3.0,1263,MarketPlus,2023-01-04
PRD_000186,Nova_Mobile_186,Electronics,Mobile,Nova,1014.34,731.42,0,3.3,166,ShopSmart_Official,2020-01-11
PRD_000187,Northfield_Decor_187,Home,Decor,Northfield,452.99,291.55,5,3.7,1875,ValueMart,2022-01-17
PRD_000188,Northfield_Decor_188,Home,Decor,Northfield,106.8,57.66,5,4.7,25,PrimeSellers,2023-06-19
PRD_000189,Lumo_Team_Sports_189,Sports,Team_Sports,Lumo,18.44,10.27,10,4.2,1210,ShopSmart_Official,2025-09-16
PRD_000190,Marlow_Comics_190,Books,Comics,Marlow,29.44,20.84,0,4.5,1277,ShopSmart_Official,2022-05-26
PRD_000191,Solace_Kitchen_191,Home,Kitchen,Solace,118.48,58.18,15,3.2,1598,MarketPlus,2023-09-07
PRD_000192,Solace_Fitness_192,Sports,Fitness,Solace,120.96,89.22,10,4.3,1414,TopDeals_Co,2021-06-13
PRD_000193,Everline_Children_193,Books,Children,Everline,40.6,26.8,25,3.8,1201,TopDeals_Co,2022-09-01
PRD_000194,Crestwood_Fitness_194,Sports,Fitness,Crestwood,110.13,62.29,15,3.7,1862,MarketPlus,2022-11-09
PRD_000195,Solace_Outdoor_195,Sports,Outdoor,Solace,247.4,173.53,25,4.5,123,TopDeals_Co,2024-06-22
PRD_000196,Lumo_Skincare_196,Beauty,Skincare,Lumo,16.38,12.03,20,4.3,726,MarketPlus,2025-01-02
PRD_000197,Everline_Women_197,Fashion,Women,Everline,236.68,106.79,0,2.5,81,ValueMart,2025-07-27
PRD_000198,Lumo_Apparel_198,Sports,Apparel,Lumo,310.5,143.75,15,2.7,1788,TopDeals_Co,2025-11-14
PRD_000199,Zenith_Cycling_199,Sports,Cycling,Zenith,12.38,8.67,30,3.0,315,ShopSmart_Official,2020-01-18
PRD_000200,Lumo_Bedding_200,Home,Bedding,Lumo,381.05,255.9,5,3.2,1371,MarketPlus,2026-03-04
PRD_000201,Quanta_Decor_201,Home,Decor,Quanta,40.9,23.92,25,4.6,144,ValueMart,2021-06-11
PRD_000202,Northfield_Footwear_202,Fashion,Footwear,Northfield,117.51,54.96,15,3.7,1333,MarketPlus,2020-04-21
PRD_000203,Nova_Men_203,Fashion,Men,Nova,211.17,148.18,5,3.5,527,PartnerHub,2026-05-12
PRD_000204,Zenith_Team_Sports_204,Sports,Team_Sports,Zenith,209.81,115.5,5,4.2,543,ValueMart,2026-03-15
PRD_000205,Quanta_Furniture_205,Home,Furniture,Quanta,337.36,223.23,0,2.0,789,PrimeSellers,2020-11-26
PRD_000206,Nova_Women_206,Fashion,Women,Nova,208.51,145.8,0,3.4,795,ValueMart,2021-07-09
PRD_000207,Quanta_Women_207,Fashion,Women,Quanta,127.45,94.78,0,3.7,88,TopDeals_Co,2021-11-06
PRD_000208,Zenith_Fragrance_208,Beauty,Fragrance,Zenith,8.81,4.85,20,4.6,1862,ValueMart,2024-03-26
PRD_000209,Pinegrove_Comics_209,Books,Comics,Pinegrove,26.03,12.03,15,3.9,946,ShopSmart_Official,2023-08-30
PRD_000210,Lumo_Team_Sports_210,Sports,Team_Sports,Lumo,122.59,64.95,20,2.8,1655,PartnerHub,2020-11-14
PRD_000211,Solace_Decor_211,Home,Decor,Solace,172.64,127.98,0,4.7,81,ValueMart,2021-06-23
PRD_000212,Zenith_Cycling_212,Sports,Cycling,Zenith,32.09,23.1,0,4.0,1156,ShopSmart_Official,2024-04-30
PRD_000213,Northfield_Apparel_213,Sports,Apparel,Northfield,124.27,82.32,0,2.6,164,PartnerHub,2023-04-24
PRD_000214,Marlow_Makeup_214,Beauty,Makeup,Marlow,13.65,10.1,0,4.7,983,MarketPlus,2023-02-13
PRD_000215,Everline_Children_215,Books,Children,Everline,57.1,39.23,5,3.7,1663,ValueMart,2024-06-29
PRD_000216,Solace_Fiction_216,Books,Fiction,Solace,16.41,11.86,5,3.3,828,TopDeals_Co,2022-05-11
